Input Size,Thread Count,Run 1,Run 2,Run 3
25000,1,37.365139,37.626394,38.002366
25000,2,18.363302,17.892848,18.710872
25000,4,10.583174,10.687103,10.773953
25000,8,9.406519,9.402195,9.145969
25000,16,8.526988,8.358915,8.357037
25000,32,8.485602,8.578809,8.518411
25000,64,8.593195,8.562888,8.383225
